V1	Genes	Feature	mean_logFC	SE	SD	SGD_name	gene_biotype	start_position	end_position	strand	length	chromosome_name	Feature_definition	Length	Associated_process	Condition	Description
62	YJR135W-A	TIM8	2.10853809526234	0.0460448524064197	0.079752023794929	S000007348	ORF	676971	677234	1	264	X	Translocase of the Inner Mitochondrial membrane	264	Chaperones	Chaperone-coding genes	Mitochondrial intermembrane space protein; forms a complex with Tim13p that delivers a subset of hydrophobic proteins to the TIM22 complex for inner membrane insertion; homolog of human TIMM8A, implicated in Mohr-Tranebjaerg syndrome, also known as deafness-dystonia-optic neuronopathy (DDON) syndrome; human TIMM8A can complement yeast null mutant [Source:SGD;Acc:S000007348]
63	YKL117W	SBA1	6.50401781884961	0.141476041869653	0.447386526653449	S000001600	ORF	220324	220974	1	651	XI	increased Sensitivity to Benzoquinone Ansamycins	651	Chaperones	Chaperone-coding genes	Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins, and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001600]
64	YKL117W	SBA1	6.50401781884961	0.141476041869653	0.447386526653449	S000001600	ORF	220324	220974	1	651	XI	increased Sensitivity to Benzoquinone Ansamycins	651	unfolded_protein_response	Proteostasis-coding genes	Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins, and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001600]
65	YKR048C	NAP1	5.55572876013871	0.140884565612765	0.445516114499772	S000001756	ORF	525387	526640	-1	1254	XI	Nucleosome Assembly Protein	1254	Chaperones	Chaperone-coding genes	Histone chaperone; involved in histone exchange by removing and replacing histone H2A-H2B dimers or histone variant dimers from assembled nucleosomes; involved in the transport of H2A and H2B histones to the nucleus; required for the regulation of microtubule dynamics during mitosis; interacts with mitotic cyclin Clb2p; controls bud morphogenesis; phosphorylated by CK2; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001756]
66	YKR092C	SRP40	2.97405522034809	0.0578648815956819	0.129389808757921	S000001800	ORF	612665	613885	-1	1221	XI	Serine Rich Protein	1221	Chaperones	Chaperone-coding genes	Nucleolar serine-rich protein; role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140 [Source:SGD;Acc:S000001800]
67	YLL024C	SSA2	2.64662825449966	0.134798923796455	0.301419556902687	S000003947	ORF	95566	97485	-1	1920	XII	Stress-Seventy subfamily A	1920	Chaperones	Chaperone-coding genes	HSP70 family ATP-binding protein; involved in protein folding, vacuolar import of proteins; required for ubiquitin-dependent degradation of short-lived proteins; associated with chaperonin-containing T-complex; 98% identical to paralog Ssa1p with distinct functional specificity in propagation of yeast [URE3] prions and vacuolar-mediated degradation of gluconeogenesis enzymes; binds tRNA, has role in tRNA nuclear import during starvation [Source:SGD;Acc:S000003947]
68	YLL026W	HSP104	2.3743650677712	0.111058501569991	0.314120878274229	S000003949	ORF	88623	91349	1	2727	XII	Heat Shock Protein	2727	Chaperones	Chaperone-coding genes	Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress; potentiated Hsp104p variants decrease TDP-43 proteotoxicity by eliminating its cytoplasmic aggregation [Source:SGD;Acc:S000003949]
69	YLL026W	HSP104	2.3743650677712	0.111058501569991	0.314120878274229	S000003949	ORF	88623	91349	1	2727	XII	Heat Shock Protein	2727	TCR_GET_complex	Proteostasis-coding genes	Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress; potentiated Hsp104p variants decrease TDP-43 proteotoxicity by eliminating its cytoplasmic aggregation [Source:SGD;Acc:S000003949]
70	YLR008C	PAM18	2.37923940645988	0.111519536110918	0.223039072221836	S000003998	ORF	165577	166083	-1	507	XII	Presequence translocase-Associated Motor	507	Chaperones	Chaperone-coding genes	Subunit of the import motor (PAM complex); the PAM complex is a component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); essential J-protein cochaperone that stimulates Ssc1p ATPase activity to drive import; inhibited by Pam16p [Source:SGD;Acc:S000003998]
71	YLR021W	IRC25	2.37835119494334	0.0613150463864658	0.183945139159397	S000004011	ORF	183623	184162	1	540	XII	Increased Recombination Centers	540	Chaperones	Chaperone-coding genes	Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins (UPRam) [Source:SGD;Acc:S000004011]
72	YLR021W	IRC25	2.37835119494334	0.0613150463864658	0.183945139159397	S000004011	ORF	183623	184162	1	540	XII	Increased Recombination Centers	540	unfolded_protein_response	Proteostasis-coding genes	Component of a heterodimeric Poc4p-Irc25p chaperone; involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions; upregulates proteasome assembly in response to the unfolded protein response activated by mistargeting of proteins (UPRam) [Source:SGD;Acc:S000004011]
73	YLR090W	XDJ1	2.22832973688392	0.0508090816320437	0.101618163264087	S000004080	ORF	320701	322080	1	1380	XII		1380	Chaperones	Chaperone-coding genes	Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family, closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000004080]
74	YLR090W	XDJ1	2.22832973688392	0.0508090816320437	0.101618163264087	S000004080	ORF	320701	322080	1	1380	XII		1380	unfolded_protein_response	Proteostasis-coding genes	Chaperone with a role in facilitating mitochondrial protein import; ascomycete-specific member of the DnaJ-like family, closely related to Ydj1p; predicted to be C-terminally prenylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000004080]
75	YLR216C	CPR6	2.80248513423731	0.202233523646546	0.535059610329062	S000004206	ORF	572096	573211	-1	1116	XII	Cyclosporin-sensitive Proline Rotamase	1116	Chaperones	Chaperone-coding genes	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000004206]
76	YLR216C	CPR6	2.80248513423731	0.202233523646546	0.535059610329062	S000004206	ORF	572096	573211	-1	1116	XII	Cyclosporin-sensitive Proline Rotamase	1116	unfolded_protein_response	Proteostasis-coding genes	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000004206]
77	YLR259C	HSP60	2.6536483035421	0.117406924695775	0.371273295114519	S000004249	ORF	663284	665002	-1	1719	XII	Heat Shock Protein	1719	Chaperones	Chaperone-coding genes	Tetradecameric mitochondrial chaperonin; required for ATP-dependent folding of precursor polypeptides and complex assembly; prevents aggregation and mediates protein refolding after heat shock; role in mtDNA transmission; phosphorylated [Source:SGD;Acc:S000004249]
78	YLR332W	MID2	2.43204631467978	0.292359205160355	0.413458353022392	S000004324	ORF	790676	791806	1	1131	XII	Mating pheromone-Induced Death	1131	unfolded_protein_response	Proteostasis-coding genes	O-glycosylated plasma membrane protein; acts as a sensor for cell wall integrity signaling and activates the pathway; interacts with Rom2p, a guanine nucleotide exchange factor for Rho1p, and with cell integrity pathway protein Zeo1p; MID2 has a paralog, MTL1, that arose from the whole genome duplication [Source:SGD;Acc:S000004324]
79	YLR350W	ORM2	4.18285935312165	0.0889120356007819	0.281164543900448	S000004342	ORF	828730	829380	1	651	XII		651	unfolded_protein_response	Proteostasis-coding genes	Protein that mediates sphingolipid homeostasis; evolutionarily conserved, required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog, ORM1, that arose from the whole genome duplication [Source:SGD;Acc:S000004342]
80	YML007W	YAP1	2.00573892470537	0	0	S000004466	ORF	253848	255800	1	1953	XIII	Yeast AP-1	1953	unfolded_protein_response	Proteostasis-coding genes	Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog, CAD1, that arose from the whole genome duplication [Source:SGD;Acc:S000004466]
81	YML028W	TSA1	2.47225006679373	0.0515166494175042	0.1629099495797	S000004490	ORF	220138	220728	1	591	XIII	Thiol-Specific Antioxidant	591	Chaperones	Chaperone-coding genes	Thioredoxin peroxidase; acts as both ribosome-associated and free cytoplasmic antioxidant; self-associates to form high-molecular weight chaperone complex under oxidative stress; chaperone activity essential for growth in zinc deficiency; required for telomere length maintenance; binds and modulates Cdc19p activity; protein abundance increases, forms cytoplasmic foci during DNA replication stress; TSA1 has a paralog, TSA2, that arose from the whole genome duplication [Source:SGD;Acc:S000004490]
82	YML028W	TSA1	2.47225006679373	0.0515166494175042	0.1629099495797	S000004490	ORF	220138	220728	1	591	XIII	Thiol-Specific Antioxidant	591	unfolded_protein_response	Proteostasis-coding genes	Thioredoxin peroxidase; acts as both ribosome-associated and free cytoplasmic antioxidant; self-associates to form high-molecular weight chaperone complex under oxidative stress; chaperone activity essential for growth in zinc deficiency; required for telomere length maintenance; binds and modulates Cdc19p activity; protein abundance increases, forms cytoplasmic foci during DNA replication stress; TSA1 has a paralog, TSA2, that arose from the whole genome duplication [Source:SGD;Acc:S000004490]
83	YMR038C	CCS1	4.89417885252043	0.234491684543445	0.741527815526987	S000004641	ORF	347511	348260	-1	750	XIII	Copper Chaperone for SOD1	750	Chaperones	Chaperone-coding genes	Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within N-terminus is involved in insertion of copper into Sod1p under conditions of copper deprivation; required for regulation of yeast copper genes in response to DNA-damaging agents; protein abundance increases in response to DNA replication stress; human homolog CCS can complement yeast ccs1 null mutant [Source:SGD;Acc:S000004641]
84	YMR131C	RRB1	2.29684095846908	0	0	S000004738	ORF	533163	534698	-1	1536	XIII	Regulator of Ribosome Biogenesis	1536	Chaperones	Chaperone-coding genes	Specific chaperone for ribosomal protein Rpl3p; binds to nascent Rpl3p during translation; essential gene [Source:SGD;Acc:S000004738]
85	YMR186W	HSC82	2.51984374976782	0.04663068216351	0.09326136432702	S000004798	ORF	632355	634472	1	2118	XIII		2118	Chaperones	Chaperone-coding genes	Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication [Source:SGD;Acc:S000004798]
86	YMR186W	HSC82	2.51984374976782	0.04663068216351	0.09326136432702	S000004798	ORF	632355	634472	1	2118	XIII		2118	unfolded_protein_response	Proteostasis-coding genes	Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication [Source:SGD;Acc:S000004798]
87	YMR322C	SNO4	2.99831114493497	0.186477600480899	0.67235455025937	S000004941	ORF	918366	919079	-1	714	XIII	SNZ proximal Open reading frame	714	Chaperones	Chaperone-coding genes	Possible chaperone and cysteine protease; required for transcriptional reprogramming during the diauxic shift and for survival in stationary phase; similar to bacterial Hsp31 and yeast Hsp31p, Hsp32p, and Hsp33p; DJ-1/ThiJ/PfpI superfamily member; predicted involvement in pyridoxine metabolism; induced by mild heat stress and copper deprivation [Source:SGD;Acc:S000004941]
88	YNL070W	TOM7	2.27068129247377	0.0488355662227486	0.109199645793759	S000005014	ORF	493366	493548	1	183	XIV	Translocase of the Outer Mitochondrial membrane	183	Chaperones	Chaperone-coding genes	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex [Source:SGD;Acc:S000005014]
89	YNL206C	RTT106	2.15541240344369	0.0391334484950763	0.0553430536041659	S000005150	ORF	256788	258155	-1	1368	XIV	Regulator of Ty1 Transposition	1368	Chaperones	Chaperone-coding genes	Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1) [Source:SGD;Acc:S000005150]
90	YNL209W	SSB2	2.71952982213019	0.184848471873046	0.369696943746091	S000005153	ORF	252059	253900	1	1842	XIV	Stress-Seventy subfamily B	1842	Chaperones	Chaperone-coding genes	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication [Source:SGD;Acc:S000005153]
91	YNL209W	SSB2	2.71952982213019	0.184848471873046	0.369696943746091	S000005153	ORF	252059	253900	1	1842	XIV	Stress-Seventy subfamily B	1842	unfolded_protein_response	Proteostasis-coding genes	Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication [Source:SGD;Acc:S000005153]
92	YNL246W	VPS75	2.08814998376731	0	0	S000005190	ORF	185460	186349	1	890	XIV	Vacuolar Protein Sorting	890	Chaperones	Chaperone-coding genes	NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000005190]
93	YNL281W	HCH1	2.47361497359688	0.141627484170073	0.400583017836197	S000005225	ORF	108467	108928	1	462	XIV	High-Copy Hsp90 suppressor	462	Chaperones	Chaperone-coding genes	Heat shock protein regulator; binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; role in regulating Hsp90 inhibitor drug sensitivity; GFP-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005225]
94	YNL281W	HCH1	2.47361497359688	0.141627484170073	0.400583017836197	S000005225	ORF	108467	108928	1	462	XIV	High-Copy Hsp90 suppressor	462	unfolded_protein_response	Proteostasis-coding genes	Heat shock protein regulator; binds to Hsp90p and may stimulate ATPase activity; originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation; role in regulating Hsp90 inhibitor drug sensitivity; GFP-fusion protein localizes to the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005225]
95	YNL310C	ZIM17	3.22555435047692	0.27438968352845	0.86769636640269	S000005254	ORF	51907	52431	-1	525	XIV	ZInc finger Motif protein of 17 kDa	525	Chaperones	Chaperone-coding genes	Protein co-chaperone with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix; required for the maintenance of Ssc1p solubility and assists in the functional interaction of Ssc1p with substrate proteins [Source:SGD;Acc:S000005254]
96	YNL310C	ZIM17	3.22555435047692	0.27438968352845	0.86769636640269	S000005254	ORF	51907	52431	-1	525	XIV	ZInc finger Motif protein of 17 kDa	525	unfolded_protein_response	Proteostasis-coding genes	Protein co-chaperone with a zinc finger motif; essential for protein import into mitochondria; may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix; required for the maintenance of Ssc1p solubility and assists in the functional interaction of Ssc1p with substrate proteins [Source:SGD;Acc:S000005254]
97	YNL328C	MDJ2	2.53111199796994	0.151020739361749	0.261575593571166	S000005272	ORF	22834	23274	-1	441	XIV	Mitochondrial DnaJ homolog	441	Chaperones	Chaperone-coding genes	Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain [Source:SGD;Acc:S000005272]
98	YOR007C	SGT2	2.10831486806715	0.0586012343974286	0.117202468794857	S000005533	ORF	338938	339978	-1	1041	XV	Small Glutamine-rich Tetratricopeptide repeat-containing protein	1041	TCR_GET_complex	Proteostasis-coding genes	Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; similar to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress [Source:SGD;Acc:S000005533]
99	YOR045W	TOM6	2.85228959620365	0.210915354062079	0.632746062186238	S000005571	ORF	413852	414037	1	186	XV	Translocase of the Outer Mitochondrial membrane	186	Chaperones	Chaperone-coding genes	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; promotes assembly and stability of the TOM complex [Source:SGD;Acc:S000005571]
100	YOR164C	GET4	2.79176974450329	0.188112825446329	0.420633065137543	S000005690	ORF	643394	644332	-1	939	XV	Guided Entry Tail-anchored proteins	939	TCR_GET_complex	Proteostasis-coding genes	Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Mdy2p; highly conserved across species and homologous to human gene C7orf20 [Source:SGD;Acc:S000005690]
101	YPL098C	MGR2	4.07294521182969	0.121201998728596	0.383274372947194	S000006019	ORF	364386	364727	-1	342	XVI	Mitochondrial Genome Required	342	Chaperones	Chaperone-coding genes	Subunit of the TIM23 translocase complex; acts to couple Tim21p with the core Tim23 translocase; provides quality control for insertion of membrane proteins by regulating their release into the inner membrane by the TIM23 complex; absolutely required for mitochondrial import of presequence-containing proteins at elevated temperature; required for viability of cells lacking the mitochondrial genome (petite-negative phenotype) [Source:SGD;Acc:S000006019]
102	YPL131W	RPL5	3.15758771503712	0.194204444160064	0.336371964340903	S000006052	ORF	303121	304014	1	894	XVI	Ribosomal Protein of the Large subunit	894	Chaperones	Chaperone-coding genes	Ribosomal 60S subunit protein L5; nascent Rpl5p is bound by specific chaperone Syo1p during translation; homologous to mammalian ribosomal protein L5 and bacterial L18; binds 5S rRNA and is required for 60S subunit assembly [Source:SGD;Acc:S000006052]
103	YPL239W	YAR1	3.62852047079528	0.0442030367173091	0.0988409949118224	S000006160	ORF	99484	100086	1	603	XVI	Yeast Ankyrin Repeat	603	Chaperones	Chaperone-coding genes	Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with nascent Rps3p during its translation in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock [Source:SGD;Acc:S000006160]
104	YPL239W	YAR1	3.62852047079528	0.0442030367173091	0.0988409949118224	S000006160	ORF	99484	100086	1	603	XVI	Yeast Ankyrin Repeat	603	unfolded_protein_response	Proteostasis-coding genes	Ankyrin-repeat containing, nucleocytoplasmic shuttling chaperone; prevents aggregation of Rps3p in the cytoplasm, associates with nascent Rps3p during its translation in the cytoplasm and delivers it to the 90S in the nucleus; required for 40S ribosomal subunit export, biogenesis and adaptation to osmotic and oxidative stress; expression repressed by heat shock [Source:SGD;Acc:S000006160]
105	YPL240C	HSP82	2.41885616044945	0.150497368417508	0.398178609802393	S000006161	ORF	96496	98625	-1	2130	XVI	Heat Shock Protein	2130	Chaperones	Chaperone-coding genes	Hsp90 chaperone; redundant in function with Hsc82p; required for pheromone signaling, negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding, nucleotide addition; protein abundance increases in response to DNA replication stress; contains two acid-rich unstructured regions that promote solubility of chaperone-substrate complexes; HSP82 has a paralog, HSC82, that arose from the whole genome duplication [Source:SGD;Acc:S000006161]
106	YPL240C	HSP82	2.41885616044945	0.150497368417508	0.398178609802393	S000006161	ORF	96496	98625	-1	2130	XVI	Heat Shock Protein	2130	unfolded_protein_response	Proteostasis-coding genes	Hsp90 chaperone; redundant in function with Hsc82p; required for pheromone signaling, negative regulation of Hsf1p; docks with Tom70p for mitochondrial preprotein delivery; promotes telomerase DNA binding, nucleotide addition; protein abundance increases in response to DNA replication stress; contains two acid-rich unstructured regions that promote solubility of chaperone-substrate complexes; HSP82 has a paralog, HSC82, that arose from the whole genome duplication [Source:SGD;Acc:S000006161]
107	YPR024W	YME1	2.98067951276221	0.104183199154104	0.329456203249898	S000006228	ORF	610481	612724	1	2244	XVI	Yeast Mitochondrial Escape	2244	Chaperones	Chaperone-coding genes	Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant [Source:SGD;Acc:S000006228]
108	YPR028W	YOP1	2.14927145551315	0	0	S000006232	ORF	623527	624202	1	676	XVI	YIP One Partner	676	unfolded_protein_response	Proteostasis-coding genes	Reticulon-interacting protein; ER integral membrane protein involved in the generation of tubular ER morphology; promotes membrane curvature; forms tubules in vitro; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; interacts with Yip1p to mediate membrane traffic and with Sey1p to maintain ER morphology; facilitates lipid exchange between the ER and mitochondria; forms ER foci upon DNA replication stress [Source:SGD;Acc:S000006232]
109	YPR095C	SYT1	2.63206873087646	0.154199508409495	0.344800582900681	S000006299	ORF	721037	724717	-1	3681	XVI	Suppressor of ypt3	3681	unfolded_protein_response	Proteostasis-coding genes	Guanine nucleotide exchange factor (GEF) for Arf proteins; promotes activation of Arl1p, which recruits Imh1p to the Golgi; involved in vesicular transport; member of the Sec7-domain family; contains a PH domain [Source:SGD;Acc:S000006299]
